class,sigmoid_output,softmax_output
0,[0.9884537  0.00697234],[9.9991798e-01 8.2010694e-05]
0,[0.9885507  0.00722701],[9.999157e-01 8.430434e-05]
0,[0.9933041  0.00982003],[9.999331e-01 6.684969e-05]
0,[0.96638864 0.02909565],[0.9989588 0.0010412]
0,[0.6028039  0.38482368],[0.708123   0.29187697]
0,[0.90285176 0.13401243],[0.98362136 0.01637871]
0,[0.9226347  0.12455006],[0.98821104 0.01178905]
0,[0.98562765 0.01565304],[9.9976820e-01 2.3182739e-04]
0,[0.8474737  0.16530266],[0.96558404 0.03441592]
0,[0.97820026 0.01230898],[9.9972230e-01 2.7765453e-04]
0,[0.97035205 0.02843818],[9.9910647e-01 8.9352857e-04]
0,[0.9823069  0.01936352],[9.9964452e-01 3.5553132e-04]
0,[0.9320248  0.05580185],[0.9957081  0.00429181]
0,[0.9873825  0.01003499],[9.9987042e-01 1.2951827e-04]
0,[0.9882294  0.01599519],[9.9980646e-01 1.9357498e-04]
0,[0.97227424 0.04874825],[0.99854076 0.00145923]
0,[0.99448293 0.00693524],[9.9996126e-01 3.8741302e-05]
0,[0.990373   0.00736774],[9.999279e-01 7.214515e-05]
0,[0.9555265  0.02539618],[0.99878865 0.00121136]
0,[0.87395597 0.16597012],[0.97210085 0.02789922]
0,[0.85649896 0.16914916],[0.9670156 0.0329844]
0,[0.9776612  0.00993747],[9.9977070e-01 2.2928996e-04]
0,[0.11887417 0.9156019 ],[0.0122831 0.987717 ]
0,[0.9513619  0.06224272],[0.9966182  0.00338187]
0,[0.9164369  0.04642246],[0.9955806  0.00441937]
0,[0.9850604  0.01147099],[9.998241e-01 1.759582e-04]
0,[0.99066484 0.00512806],[9.999515e-01 4.856930e-05]
0,[0.9715398  0.01731102],[9.9948418e-01 5.1577424e-04]
0,[0.97023016 0.04323034],[0.9986155  0.00138446]
0,[0.98483676 0.01612106],[9.9974781e-01 2.5221414e-04]
0,[0.977643   0.04102614],[9.990226e-01 9.773792e-04]
0,[0.94568413 0.09709681],[0.99386144 0.00613861]
0,[0.92252564 0.09382185],[0.9913799  0.00862005]
0,[0.87612164 0.26129845],[0.9523675  0.04763251]
0,[0.96469826 0.05121753],[0.99802846 0.00197151]
0,[0.9948237  0.00492875],[9.9997425e-01 2.5772066e-05]
0,[0.1100014 0.8888128],[0.01522614 0.9847739 ]
0,[0.97575665 0.04128719],[0.9989311  0.00106884]
0,[0.9940446  0.00587532],[9.9996459e-01 3.5406152e-05]
0,[0.8156086  0.17097509],[0.9554516  0.04454846]
0,[0.9878669  0.01439769],[9.9982065e-01 1.7938594e-04]
0,[0.9364471  0.06732052],[0.99512535 0.00487466]
0,[0.9563453  0.09256624],[0.99536514 0.00463486]
0,[0.91500485 0.07981799],[0.99200696 0.00799305]
0,[0.9593749  0.03254946],[0.99857736 0.00142267]
0,[0.99182314 0.00806805],[9.999329e-01 6.705170e-05]
0,[0.90826416 0.05860681],[0.99375135 0.00624859]
0,[0.9718259  0.03439134],[0.9989685  0.00103148]
0,[0.99030334 0.01061903],[9.9989486e-01 1.0508208e-04]
0,[0.9756688  0.01807254],[9.9954128e-01 4.5877713e-04]
0,[0.9952893  0.00548127],[9.9997389e-01 2.6084805e-05]
0,[0.97779435 0.02058177],[9.9952304e-01 4.7700648e-04]
0,[0.88917124 0.15321063],[0.97794557 0.02205439]
0,[0.9937557  0.00722342],[9.999542e-01 4.571627e-05]
0,[0.9710595  0.02810017],[9.991391e-01 8.609425e-04]
0,[0.9654058  0.02493115],[9.990846e-01 9.153843e-04]
0,[0.9810464  0.01778992],[9.9965024e-01 3.4979975e-04]
0,[0.9877917 0.0148263],[9.9981409e-01 1.8596332e-04]
0,[0.98992705 0.00579967],[9.9994063e-01 5.9355014e-05]
0,[0.98431027 0.01870942],[9.9969625e-01 3.0381948e-04]
0,[0.15849689 0.6533997 ],[0.09083585 0.9091641 ]
0,[0.97965735 0.0306079 ],[9.9934477e-01 6.5521535e-04]
0,[0.9502974  0.06889261],[0.9961451  0.00385491]
0,[0.9813002  0.00846041],[9.998374e-01 1.625723e-04]
0,[0.9821943  0.02171704],[9.9959773e-01 4.0227614e-04]
0,[0.9611234 0.0287969],[0.99880207 0.00119791]
0,[0.95808333 0.0766938 ],[0.9963791  0.00362095]
0,[0.92514765 0.09422203],[0.99165386 0.00834614]
0,[0.988842   0.00746648],[9.9991512e-01 8.4877225e-05]
0,[0.9923367  0.00699257],[9.9994564e-01 5.4377655e-05]
0,[0.9848861  0.01365119],[9.9978763e-01 2.1234262e-04]
0,[0.7784066  0.11352164],[0.96482694 0.03517305]
0,[0.81671447 0.15150468],[0.9614725  0.03852756]
0,[0.9813131  0.01217928],[9.9976522e-01 2.3473128e-04]
0,[0.8002751  0.22676066],[0.9318022  0.06819785]
0,[0.9621519  0.02095623],[9.9915874e-01 8.4128889e-04]
0,[0.64528745 0.4128308 ],[0.72124857 0.2787514 ]
0,[0.9854643  0.00470877],[9.9993026e-01 6.9778886e-05]
0,[0.9810028  0.02031359],[9.9959868e-01 4.0136836e-04]
0,[0.96390045 0.02422206],[9.9907112e-01 9.2880684e-04]
0,[0.9905067  0.01077403],[9.9989557e-01 1.0437523e-04]
0,[0.99108726 0.00525981],[9.9995244e-01 4.7548692e-05]
0,[0.99292964 0.0085629 ],[9.9993849e-01 6.1497056e-05]
0,[0.9728097 0.0268684],[9.9922884e-01 7.7111943e-04]
0,[0.99823284 0.00110999],[9.9999797e-01 1.9671031e-06]
0,[0.8255519  0.06236192],[0.9861406  0.01385942]
0,[0.9460423  0.12049195],[0.99224675 0.0077532 ]
0,[0.9892237  0.01241277],[9.9986303e-01 1.3690181e-04]
0,[0.98639643 0.01641504],[9.9976987e-01 2.3010926e-04]
0,[0.98953605 0.00811664],[9.9991345e-01 8.6524473e-05]
0,[0.97423244 0.02655138],[9.9927908e-01 7.2089327e-04]
0,[0.96226656 0.02745325],[0.9988944  0.00110569]
0,[0.9412014  0.05432476],[0.99642414 0.00357589]
0,[0.99290895 0.01280764],[9.999074e-01 9.264685e-05]
0,[0.9933106  0.00459392],[9.999689e-01 3.107953e-05]
0,[0.9917413  0.01148337],[9.999033e-01 9.672871e-05]
0,[0.9278387  0.03414095],[0.9972584  0.00274158]
0,[0.9724132  0.02247364],[9.9934822e-01 6.5179757e-04]
0,[0.9772394  0.01670604],[9.9960452e-01 3.9554996e-04]
0,[0.97300965 0.0293369 ],[9.991623e-01 8.376709e-04]
0,[0.9756723  0.04541145],[0.9988153  0.00118477]
0,[0.9907979  0.00762684],[9.999286e-01 7.137463e-05]
0,[0.97746414 0.02285698],[9.9946100e-01 5.3901266e-04]
0,[0.9961659  0.00525993],[9.9997962e-01 2.0351788e-05]
0,[0.9660424  0.05353767],[0.9980155  0.00198442]
0,[0.9914927  0.00957233],[9.9991703e-01 8.2920684e-05]
0,[0.93133986 0.08594564],[0.99311596 0.00688411]
0,[0.8783812  0.13723333],[0.97845125 0.0215488 ]
0,[0.9540863  0.04105767],[0.9979438  0.00205619]
0,[0.98984665 0.00807601],[9.9991643e-01 8.3507184e-05]
0,[0.7562313  0.20207365],[0.9245273  0.07547268]
0,[0.9882031  0.01649887],[9.9979979e-01 2.0022316e-04]
0,[0.8684368  0.13858612],[0.9762072  0.02379282]
0,[0.9753262  0.03194467],[9.9916589e-01 8.3410804e-04]
0,[0.9924716  0.00678506],[9.9994814e-01 5.1817187e-05]
0,[0.6083693  0.24692625],[0.82571185 0.17428815]
0,[0.98577416 0.01554116],[9.9977225e-01 2.2776582e-04]
0,[0.9949551  0.00250728],[9.9998724e-01 1.2744898e-05]
0,[0.9229565  0.12413048],[0.98830813 0.01169192]
0,[0.9144635  0.06223963],[0.99383026 0.00616981]
0,[0.96546257 0.0367756 ],[0.99863607 0.00136394]
0,[0.99764425 0.0017404 ],[9.9999583e-01 4.1167664e-06]
0,[0.989403   0.02349408],[9.9974233e-01 2.5761928e-04]
0,[0.9647643  0.01859678],[9.9930835e-01 6.9159578e-04]
0,[0.9913846 0.0075913],[9.999335e-01 6.647019e-05]
0,[0.9608099 0.0418228],[0.99822277 0.00177719]
0,[0.75798476 0.23419426],[0.9110433  0.08895673]
0,[0.9814171  0.03414324],[9.993311e-01 6.689005e-04]
0,[0.97906095 0.04044881],[9.9909925e-01 9.0072589e-04]
0,[0.93817705 0.0779378 ],[0.99446094 0.00553911]
0,[0.9920174  0.00773544],[9.999373e-01 6.272695e-05]
0,[0.00519965 0.99364233],[3.3441855e-05 9.9996650e-01]
0,[0.99551755 0.00486563],[9.9997795e-01 2.2014687e-05]
0,[0.98280126 0.00928463],[9.9983597e-01 1.6397345e-04]
0,[0.9372637  0.07832865],[0.99434364 0.00565637]
0,[0.9962817  0.00280297],[9.9998951e-01 1.0490392e-05]
0,[0.98564523 0.00712142],[9.99895573e-01 1.04448125e-04]
0,[0.04990176 0.95290893],[0.00258886 0.9974112 ]
0,[0.979785   0.01603703],[9.9966383e-01 3.3615544e-04]
0,[0.98547924 0.02952734],[9.9955183e-01 4.4811415e-04]
0,[0.9577906  0.04384861],[0.9979831  0.00201693]
0,[0.9773827  0.04533616],[0.9989022  0.00109773]
0,[0.9674792  0.03843769],[0.99865806 0.00134189]
0,[0.9961151  0.00248771],[9.999902e-01 9.726250e-06]
0,[0.8690179  0.11821308],[0.980194   0.01980602]
0,[0.9660442  0.04032551],[0.9985252  0.00147479]
0,[0.9720809  0.03029959],[9.9910337e-01 8.9662097e-04]
0,[0.99259335 0.01229828],[9.9990714e-01 9.2902432e-05]
0,[0.83387405 0.29933783],[0.921564   0.07843598]
0,[0.95409715 0.04557912],[0.9977076  0.00229233]
0,[0.99373513 0.0144888 ],[9.9990726e-01 9.2677772e-05]
0,[0.97722477 0.03816614],[9.9907601e-01 9.2394126e-04]
0,[0.89294165 0.11699831],[0.98436236 0.01563761]
0,[0.9576707  0.05383489],[0.99749136 0.0025086 ]
0,[0.97639954 0.01899689],[9.9953222e-01 4.6784352e-04]
0,[0.98725665 0.0141491 ],[9.9981481e-01 1.8522203e-04]
0,[0.97458863 0.02651442],[9.9929035e-01 7.0966058e-04]
0,[0.00927665 0.9910138 ],[8.489746e-05 9.999151e-01]
0,[0.991325   0.00651741],[9.9994254e-01 5.7404286e-05]
0,[0.97876865 0.02730909],[9.9939132e-01 6.0864614e-04]
0,[0.99013233 0.01236609],[9.9987519e-01 1.2476777e-04]
0,[0.9753155 0.0357339],[9.9906296e-01 9.3703420e-04]
0,[0.97409624 0.03129316],[9.991417e-01 8.583136e-04]
0,[0.9353361  0.03124936],[0.9977749  0.00222513]
0,[0.9741382 0.0202822],[9.9945074e-01 5.4930488e-04]
0,[0.9516543 0.0416996],[0.9977943  0.00220572]
0,[0.9916215  0.01287776],[9.9988973e-01 1.1021613e-04]
0,[0.9569443  0.04538673],[0.9978654 0.0021346]
0,[0.9779554  0.02453861],[9.9943322e-01 5.6673144e-04]
0,[0.9928284  0.00616504],[9.9995518e-01 4.4806522e-05]
0,[0.9978397  0.00164177],[9.999964e-01 3.560104e-06]
0,[0.9778301  0.01653209],[9.9961901e-01 3.8097982e-04]
0,[0.78503996 0.11352699],[0.96612096 0.03387904]
0,[0.4624995 0.6264881],[0.33906496 0.66093504]
0,[0.8084722  0.13230838],[0.965136 0.034864]
0,[0.9959189  0.00574227],[9.999763e-01 2.366591e-05]
0,[0.9325555  0.07966307],[0.99377877 0.00622117]
0,[0.98000526 0.02884193],[9.9939442e-01 6.0556154e-04]
0,[0.9676825  0.02171825],[9.9925905e-01 7.4087468e-04]
0,[0.9807943  0.01129651],[9.9977630e-01 2.2368386e-04]
0,[0.97204024 0.06343681],[0.9980556 0.0019445]
0,[0.8594164  0.14125301],[0.97379816 0.02620188]
0,[0.96265453 0.02737482],[0.99890935 0.00109069]
0,[0.9909265  0.00531036],[9.999511e-01 4.888192e-05]
0,[0.9827198  0.03793176],[9.9930716e-01 6.9281226e-04]
0,[0.9922862 0.0102265],[9.9991965e-01 8.0313614e-05]
0,[0.95396507 0.03111234],[0.9984528  0.00154718]
0,[0.94134665 0.06554862],[0.9956483  0.00435167]
0,[0.94482875 0.07715631],[0.9951416  0.00485834]
0,[0.9868989  0.01260231],[9.9983060e-01 1.6940219e-04]
0,[0.9526612 0.0319743],[0.9983614  0.00163863]
0,[0.9167546  0.08063886],[0.99209833 0.00790169]
0,[0.9869307  0.01009439],[9.9986494e-01 1.3501877e-04]
0,[0.99554473 0.00329785],[9.9998522e-01 1.4807141e-05]
0,[0.98384154 0.00996661],[9.9983466e-01 1.6531005e-04]
0,[0.92783374 0.04502794],[0.99634606 0.00365397]
0,[0.9778998  0.01757045],[9.9959594e-01 4.0402595e-04]
0,[0.9966054  0.00285357],[9.999902e-01 9.747413e-06]
0,[0.9776363 0.0338912],[9.9919814e-01 8.0182566e-04]
0,[0.98867947 0.00464109],[9.9994659e-01 5.3385993e-05]
0,[0.9649313  0.05313982],[0.9979645  0.00203551]
0,[0.95416975 0.03017947],[0.99850756 0.00149245]
0,[0.9247159  0.04135368],[0.99650025 0.00349968]
0,[0.98359495 0.00823204],[9.9986160e-01 1.3842041e-04]
0,[0.99092007 0.00606919],[9.9994409e-01 5.5949553e-05]
0,[0.92225903 0.08171496],[0.99255484 0.00744519]
0,[0.90644133 0.08526278],[0.990471   0.00952904]
0,[0.8091907  0.16080269],[0.95677    0.04323002]
0,[0.98995155 0.00661588],[9.999324e-01 6.759676e-05]
0,[0.99309033 0.01215757],[9.999144e-01 8.562260e-05]
0,[9.994746e-01 6.066296e-04],[9.9999964e-01 3.1912469e-07]
0,[0.99173284 0.00346748],[9.9997103e-01 2.9004777e-05]
0,[0.99204797 0.00929584],[9.999248e-01 7.520695e-05]
0,[0.9824316 0.0195503],[9.9964356e-01 3.5645443e-04]
0,[0.9794097  0.01345973],[9.9971324e-01 2.8674360e-04]
0,[0.9246131 0.0573333],[0.9950656  0.00493442]
0,[0.9839834  0.02175108],[9.9963820e-01 3.6179036e-04]
0,[0.9563791  0.04932203],[0.9976393  0.00236072]
0,[0.64080095 0.30445597],[0.80297774 0.1970223 ]
0,[0.9985285  0.00222137],[9.9999666e-01 3.2807734e-06]
0,[0.9730383  0.02859081],[9.9918514e-01 8.1486773e-04]
0,[0.9437984  0.03689302],[0.9977241  0.00227588]
0,[0.9949184  0.01523473],[9.9992096e-01 7.9009100e-05]
0,[0.97604865 0.01804276],[9.995493e-01 4.506849e-04]
0,[0.98997074 0.01331043],[9.9986339e-01 1.3664647e-04]
0,[0.984737   0.01512521],[9.9976200e-01 2.3797809e-04]
0,[0.9900941  0.00964074],[9.999026e-01 9.738508e-05]
0,[0.97511214 0.02199699],[9.9942625e-01 5.7372759e-04]
0,[0.987295   0.00985056],[9.9987197e-01 1.2800710e-04]
0,[0.9496144  0.16040452],[0.9899649  0.01003518]
0,[0.96014386 0.05159992],[0.99774665 0.00225339]
0,[0.96558785 0.0343799 ],[0.99873275 0.00126726]
0,[0.9581548  0.03827374],[0.99826497 0.00173502]
0,[0.9650092  0.02341937],[9.9913126e-01 8.6878362e-04]
0,[0.98738873 0.00890739],[9.9988520e-01 1.1477752e-04]
0,[0.96392804 0.07679687],[0.99689674 0.00310328]
0,[0.90132546 0.09545887],[0.98857856 0.01142149]
0,[0.90506816 0.05393597],[0.99405575 0.00594428]
0,[0.9754769  0.02985989],[9.992268e-01 7.731712e-04]
0,[0.95490736 0.06595239],[0.9966768  0.00332323]
0,[0.98887324 0.01333136],[9.9984801e-01 1.5200794e-04]
0,[0.96417093 0.03942911],[0.9984769  0.00152302]
0,[0.94546205 0.06563676],[0.99596417 0.0040358 ]
0,[0.99602425 0.00364103],[9.9998546e-01 1.4586260e-05]
0,[0.9498606  0.04082942],[0.9977581  0.00224193]
0,[0.970605   0.03258124],[0.99898106 0.00101892]
0,[0.9873427  0.02655377],[9.9965048e-01 3.4957106e-04]
0,[0.98960084 0.01033031],[9.99890327e-01 1.09676206e-04]
0,[0.9911056  0.01580837],[9.9985588e-01 1.4412582e-04]
0,[0.99065685 0.0126287 ],[9.9987936e-01 1.2061282e-04]
0,[0.9602195  0.02911524],[0.99875915 0.00124083]
0,[0.9668118  0.02139671],[9.9924999e-01 7.4999186e-04]
0,[0.99293834 0.01160788],[9.9991643e-01 8.3516425e-05]
0,[0.98714197 0.01739257],[9.9976951e-01 2.3050474e-04]
0,[0.9896806  0.01311468],[9.9986148e-01 1.3854509e-04]
0,[0.8948823 0.076024 ],[0.9904275  0.00957244]
0,[0.9574253  0.04005285],[0.9981481  0.00185194]
0,[0.96668977 0.0254537 ],[9.991008e-01 8.991828e-04]
0,[0.86853474 0.19670278],[0.9642602  0.03573981]
0,[0.9286375 0.048835 ],[0.99607    0.00392997]
0,[0.9931772  0.00662091],[9.9995422e-01 4.5784203e-05]
0,[0.99737096 0.00475569],[9.9998736e-01 1.2595721e-05]
0,[0.93801844 0.04593101],[0.996829   0.00317101]
0,[0.9967539  0.00370119],[9.9998796e-01 1.2098440e-05]
0,[0.9953576  0.00418909],[9.9998033e-01 1.9619847e-05]
0,[0.9892448  0.00903962],[9.999008e-01 9.916635e-05]
0,[0.9813005  0.02260389],[9.9955946e-01 4.4050437e-04]
0,[0.9857633  0.02627021],[9.9961048e-01 3.8948632e-04]
0,[0.91434175 0.31090295],[0.9594467  0.04055328]
0,[0.99357295 0.00559773],[9.9996364e-01 3.6412086e-05]
0,[0.9973035  0.00318015],[9.999914e-01 8.625977e-06]
0,[0.99015105 0.01670726],[9.9983096e-01 1.6898080e-04]
0,[0.9897894 0.0112493],[9.99882579e-01 1.17352494e-04]
0,[0.9963337  0.00582564],[9.999784e-01 2.156235e-05]
0,[0.9749435  0.03193503],[9.991529e-01 8.471023e-04]
0,[0.9914494  0.00553324],[9.9995196e-01 4.7983613e-05]
0,[0.98974437 0.00920289],[9.999038e-01 9.623567e-05]
0,[0.955809   0.04965105],[0.9975903  0.00240969]
0,[0.97107893 0.01232818],[9.9962842e-01 3.7160784e-04]
0,[0.9694855  0.02522267],[9.991862e-01 8.137612e-04]
0,[0.99193364 0.00975415],[9.999199e-01 8.009548e-05]
0,[0.9786371  0.01008293],[9.9977773e-01 2.2229530e-04]
0,[0.919962   0.03433752],[0.99691594 0.0030841 ]
0,[0.9838667  0.03327597],[9.9943584e-01 5.6411687e-04]
0,[0.9705039  0.02233336],[9.9930620e-01 6.9379155e-04]
0,[0.9613436  0.04507009],[0.99810576 0.00189425]
0,[0.99613464 0.00702162],[9.9997258e-01 2.7438677e-05]
0,[0.9410589  0.04726101],[0.99690264 0.0030973 ]
0,[0.99278235 0.0054954 ],[9.9995983e-01 4.0171497e-05]
0,[0.9343937  0.08015365],[0.993919 0.006081]
0,[0.61031747 0.27194348],[0.8074354  0.19256459]
0,[0.97772175 0.02318857],[9.994593e-01 5.406226e-04]
0,[0.9172893  0.14446852],[0.9850021  0.01499787]
0,[0.98952496 0.03468005],[9.9961984e-01 3.8016497e-04]
0,[0.9862105  0.01258088],[9.9982196e-01 1.7811891e-04]
0,[0.98388886 0.01440458],[9.9976069e-01 2.3926375e-04]
0,[0.85064846 0.26988906],[0.9390538  0.06094616]
0,[0.990236   0.00781483],[9.999224e-01 7.765747e-05]
0,[0.9093563  0.05246324],[0.99451125 0.00548874]
0,[0.82700354 0.07795648],[0.9826214  0.01737869]
0,[0.9225876  0.13784643],[0.9867619  0.01323812]
0,[0.9982791  0.00127712],[9.9999785e-01 2.2044758e-06]
0,[0.9789058  0.01753269],[9.9961555e-01 3.8440074e-04]
0,[0.96939474 0.02163977],[9.9930215e-01 6.9782423e-04]
0,[0.8430335  0.07536899],[0.9850499  0.01495012]
0,[0.9950094  0.00701426],[9.9996459e-01 3.5428242e-05]
0,[0.9604125  0.03951562],[0.998307   0.00169295]
0,[0.9894573  0.02097384],[9.997718e-01 2.282125e-04]
0,[0.98217714 0.02368387],[9.9955994e-01 4.4000498e-04]
0,[0.9959487  0.00345439],[9.9998593e-01 1.4100104e-05]
0,[0.9446987  0.03261347],[0.99803036 0.00196962]
0,[0.9518016  0.04385857],[0.9976826  0.00231746]
0,[0.98810893 0.01019624],[9.998760e-01 1.239519e-04]
0,[0.9898481  0.01105683],[9.99885321e-01 1.14653805e-04]
0,[0.8465325  0.14675686],[0.9697613 0.0302387]
0,[0.981185   0.01623708],[9.9968362e-01 3.1639705e-04]
0,[0.84469086 0.20021802],[0.95599645 0.04400348]
0,[0.92419285 0.09509319],[0.9914539  0.00854607]
0,[0.93868506 0.03947635],[0.9973226  0.00267738]
0,[0.9620028  0.02294667],[9.9907315e-01 9.2677231e-04]
0,[0.9955754  0.00297728],[9.9998677e-01 1.3271235e-05]
0,[0.9753127  0.02411958],[9.9937481e-01 6.2521856e-04]
0,[0.9702489  0.03375587],[0.9989299  0.00107008]
0,[0.97130704 0.02354993],[9.9928802e-01 7.1194774e-04]
0,[0.9289318  0.09532633],[0.9920031  0.00799697]
0,[0.99049383 0.02008936],[9.9980325e-01 1.9672021e-04]
0,[0.9613557  0.02944718],[0.99878186 0.00121814]
0,[0.9529779  0.05615753],[0.9970728  0.00292722]
0,[0.8268354  0.18543927],[0.95449173 0.04550829]
0,[0.9804198  0.01542776],[9.996872e-01 3.128421e-04]
0,[0.99015534 0.01048893],[9.9989462e-01 1.0538082e-04]
0,[0.9983165 0.0011353],[9.9999809e-01 1.9166307e-06]
0,[0.99574643 0.00717264],[9.9996912e-01 3.0860443e-05]
0,[0.9828267  0.01300442],[9.9976987e-01 2.3017224e-04]
0,[0.9842445  0.01650985],[9.9973136e-01 2.6864852e-04]
0,[0.987068   0.01132385],[9.998499e-01 1.500357e-04]
0,[0.982313   0.01681073],[9.9969220e-01 3.0776535e-04]
0,[0.9833173 0.0107062],[9.9981648e-01 1.8357056e-04]
0,[0.9935375  0.00703508],[9.9995387e-01 4.6082238e-05]
0,[0.9859767  0.01252941],[9.998196e-01 1.804308e-04]
0,[0.98827106 0.01281808],[9.9984586e-01 1.5407793e-04]
0,[0.9559834  0.04685823],[0.9977416  0.00225846]
0,[0.47440454 0.591523  ],[0.38396877 0.6160312 ]
0,[0.8671801  0.19459088],[0.96431553 0.03568442]
0,[0.6172594  0.27600756],[0.80880815 0.1911918 ]
0,[0.961728   0.02396629],[9.990238e-01 9.762038e-04]
0,[0.9259553  0.07477289],[0.99357903 0.00642099]
0,[0.91427803 0.07458478],[0.9925     0.00749994]
0,[0.9501288  0.06311885],[0.99647623 0.00352379]
0,[0.9926691  0.00737864],[9.9994504e-01 5.4892986e-05]
0,[0.98784536 0.01480815],[9.9981517e-01 1.8490707e-04]
0,[0.9343474  0.06774902],[0.9949196  0.00508044]
0,[0.9907947  0.00860399],[9.999194e-01 8.062517e-05]
0,[0.9811637 0.0125506],[9.9975604e-01 2.4394889e-04]
0,[0.9887332  0.00561622],[9.9993563e-01 6.4355256e-05]
0,[0.6653752  0.24729516],[0.8582015  0.14179854]
0,[0.98835844 0.01618579],[9.9980623e-01 1.9374667e-04]
0,[0.98808867 0.01919776],[9.9976414e-01 2.3590156e-04]
0,[0.9930205  0.00778424],[9.9994481e-01 5.5137883e-05]
0,[0.8565046  0.17135102],[0.9665164  0.03348371]
0,[0.9947772  0.00583843],[9.999691e-01 3.083238e-05]
0,[0.5369515  0.46774843],[0.5688747 0.4311253]
0,[0.9896158  0.01134478],[9.9987960e-01 1.2039451e-04]
0,[0.976718   0.03341198],[9.991767e-01 8.232931e-04]
0,[0.9594492  0.01753393],[9.9924636e-01 7.5372442e-04]
0,[0.9882009  0.01914577],[9.9976701e-01 2.3300786e-04]
0,[0.99553996 0.00846925],[9.9996173e-01 3.8264530e-05]
0,[0.99194497 0.00858868],[9.9992967e-01 7.0343092e-05]
0,[0.97710574 0.01524887],[9.9963725e-01 3.6269342e-04]
0,[0.9762622  0.02755021],[9.9931157e-01 6.8838563e-04]
0,[0.933107   0.05461625],[0.99587554 0.00412446]
0,[0.97334176 0.02335132],[9.9934560e-01 6.5441715e-04]
0,[0.9584225  0.03679619],[0.9983455 0.0016545]
0,[0.9898279  0.00656122],[9.9993217e-01 6.7868292e-05]
0,[0.9732187  0.03272998],[9.9906975e-01 9.3028374e-04]
0,[0.8867033  0.15510055],[0.97708195 0.02291808]
0,[0.9471655  0.12371989],[0.99218583 0.00781414]
0,[0.97097695 0.04937243],[0.9984499  0.00155001]
0,[0.9686909 0.0278312],[9.9907553e-01 9.2443003e-04]
0,[0.98901355 0.00806623],[9.9990964e-01 9.0324385e-05]
0,[0.8660965  0.17345011],[0.9685758  0.03142424]
0,[0.99607    0.00927317],[9.9996305e-01 3.6927599e-05]
0,[0.92568815 0.08049911],[0.9930211  0.00697896]
0,[0.9901142  0.00802962],[9.9991918e-01 8.0814054e-05]
0,[0.9932005  0.00416136],[9.9997139e-01 2.8607228e-05]
0,[0.9882835  0.00716351],[9.999144e-01 8.553136e-05]
0,[0.9864893  0.01446772],[9.9979895e-01 2.0101489e-04]
0,[0.7964595 0.2031058],[0.93884885 0.06115113]
0,[0.85521466 0.14741188],[0.9715611  0.02843889]
0,[0.9340162  0.10234834],[0.9920095  0.00799046]
0,[0.6831085  0.42217693],[0.7468605  0.25313947]
0,[0.9932243  0.00671513],[9.9995387e-01 4.6117144e-05]
0,[0.99753964 0.00470286],[9.9998832e-01 1.1654016e-05]
0,[0.99657166 0.00473581],[9.9998367e-01 1.6369242e-05]
0,[0.9869774  0.02321662],[9.996865e-01 3.135118e-04]
0,[0.9336317 0.0438596],[0.99674976 0.00325023]
0,[0.9745112  0.01845642],[9.995084e-01 4.915709e-04]
0,[0.871137   0.08957041],[0.98565555 0.01434449]
0,[0.9425393  0.09816127],[0.9934081 0.0065919]
0,[0.9002203  0.06483309],[0.99237436 0.00762565]
0,[0.9923534  0.00998354],[9.999223e-01 7.769805e-05]
0,[0.9761303  0.01427448],[9.9964595e-01 3.5398940e-04]
0,[0.9604234  0.03598078],[0.99846435 0.00153565]
0,[0.99172825 0.00739306],[9.999379e-01 6.211894e-05]
0,[9.9825436e-01 8.9983770e-04],[9.9999845e-01 1.5749189e-06]
0,[0.9925292  0.00961027],[9.999269e-01 7.303359e-05]
0,[0.96895695 0.02235252],[9.992680e-01 7.319593e-04]
0,[0.9910484  0.01337328],[9.9987757e-01 1.2241644e-04]
0,[0.92140454 0.23031378],[0.975111   0.02488899]
0,[0.01422099 0.9822235 ],[2.6101957e-04 9.9973899e-01]
0,[0.96808124 0.03169249],[0.9989221  0.00107798]
0,[0.9931538  0.00523953],[9.9996364e-01 3.6307298e-05]
0,[0.9871128  0.00929757],[9.9987745e-01 1.2250859e-04]
0,[0.95066756 0.09220695],[0.9947568  0.00524321]
0,[0.947269   0.06755178],[0.9959835  0.00401658]
0,[0.97104657 0.03002012],[9.9907804e-01 9.2195353e-04]
0,[0.9940572  0.00612019],[9.9996316e-01 3.6812835e-05]
0,[0.9618846  0.03528098],[0.998553   0.00144706]
0,[0.9850869  0.02288676],[9.9964547e-01 3.5446894e-04]
0,[0.885226   0.11530414],[0.98338264 0.01661738]
0,[0.9281183  0.07173803],[0.9940502 0.0059498]
0,[0.98275006 0.0154101 ],[9.9972528e-01 2.7464784e-04]
0,[0.9667028  0.03480116],[0.9987596  0.00124037]
0,[0.99807715 0.0018882 ],[9.9999630e-01 3.6445915e-06]
0,[0.9778421  0.04598708],[0.9989089  0.00109111]
0,[0.98570794 0.01064569],[9.9984396e-01 1.5599217e-04]
0,[0.9652303  0.02564636],[9.9905270e-01 9.4725605e-04]
0,[0.96864927 0.09944554],[0.99643874 0.00356129]
0,[0.86442673 0.12044924],[0.97897387 0.02102615]
0,[0.96669    0.01147805],[9.9960011e-01 3.9994103e-04]
0,[0.9189714  0.04944412],[0.99543446 0.00456548]
