,class,sigmoid_ouput
15732,0,[0.9826617  0.01238216]
15733,0,[0.92746353 0.05391772]
15734,0,[0.7847098  0.20704804]
15735,0,[0.9384409  0.06557786]
15736,0,[0.55727625 0.5323915 ]
15737,0,[0.9746767  0.01612904]
15738,0,[0.9941689  0.01270946]
15739,0,[0.98363274 0.02132532]
15740,0,[0.9507836  0.05302982]
15741,0,[0.9894469  0.00509408]
15742,0,[0.9866601  0.00918382]
15743,0,[0.97250205 0.03181038]
15744,0,[0.9859265  0.01635511]
15745,0,[0.92994636 0.03280745]
15746,0,[0.9976878  0.00114035]
15747,0,[0.50833803 0.45454982]
15748,0,[0.9280073  0.07726275]
15749,0,[0.97372365 0.04225022]
15750,0,[0.9886983  0.01010619]
15751,0,[0.8930868  0.14090963]
15752,0,[0.99815077 0.00186509]
15753,0,[0.8779924  0.11205855]
15754,0,[0.9908312  0.00721131]
15755,0,[0.98767763 0.01220348]
15756,0,[0.95708174 0.06331517]
15757,0,[0.9888637  0.00822507]
15758,0,[0.9963321 0.0029903]
15759,0,[0.990677   0.00941295]
15760,0,[0.97845227 0.01737233]
15761,0,[0.9817806  0.01971446]
15762,0,[0.9088682  0.07119672]
15763,0,[0.970712   0.04173138]
15764,0,[0.9739484  0.02822362]
15765,0,[0.99479574 0.00383065]
15766,0,[0.89001995 0.09617704]
15767,0,[0.63660735 0.36337954]
15768,0,[0.97462547 0.03504986]
15769,0,[0.97513664 0.01907956]
15770,0,[0.96974593 0.02732515]
15771,0,[0.9905477  0.00988001]
15772,0,[0.7838681 0.2808699]
15773,0,[0.98036045 0.01351359]
15774,0,[0.9664177 0.0088431]
15775,0,[0.9924608  0.00605995]
15776,0,[0.9888804  0.00706039]
15777,0,[0.96620333 0.02413205]
15778,0,[0.98705405 0.02024564]
15779,0,[0.89151746 0.08615497]
15780,0,[0.9343941 0.0906219]
15781,0,[0.97788024 0.01265953]
15782,0,[0.9203498  0.05008215]
15783,0,[0.9858187  0.02314962]
15784,0,[0.9896269  0.00922264]
15785,0,[0.99349034 0.00617892]
15786,0,[0.9854366  0.01273882]
15787,0,[0.96817017 0.03335406]
15788,0,[0.9900011  0.01719232]
15789,0,[0.9290805  0.06514668]
15790,0,[0.9384416  0.05043468]
15791,0,[0.8386179  0.13529024]
15792,0,[0.98999804 0.01106723]
15793,0,[0.9763105  0.02736158]
15794,0,[0.98791367 0.01974588]
15795,0,[0.99189186 0.00472297]
15796,0,[9.9964857e-01 4.3205734e-04]
15797,0,[0.9792237  0.02022802]
15798,0,[0.99161524 0.00528313]
15799,0,[0.98905176 0.01247824]
15800,0,[0.93777925 0.10265033]
15801,0,[0.02637544 0.9886642 ]
15802,0,[0.9491769 0.0579194]
15803,0,[0.99272245 0.01093112]
15804,0,[0.85897833 0.12403911]
15805,0,[0.8648012  0.13921437]
15806,0,[0.93920785 0.03270927]
15807,0,[0.9923379  0.00861727]
15808,0,[0.9924136  0.00596729]
15809,0,[0.8697218  0.10772477]
15810,0,[0.9916643  0.01608287]
15811,0,[0.91728944 0.17816482]
15812,0,[0.9454535  0.06581951]
15813,0,[0.9879189  0.00753575]
15814,0,[0.9794693  0.01668265]
15815,0,[0.99918765 0.00161436]
15816,0,[0.9565232  0.03871199]
15817,0,[0.9437817  0.04139691]
15818,0,[0.9845771  0.02409528]
15819,0,[0.9896346  0.01383648]
15820,0,[0.9541784  0.03031093]
15821,0,[0.91172236 0.07203268]
15822,0,[0.97676885 0.01330369]
15823,0,[0.99868566 0.00150735]
15824,0,[0.9811528  0.04127019]
15825,0,[0.99815    0.00257236]
15826,0,[0.9786831  0.01623631]
15827,0,[0.9158543  0.03755568]
15828,0,[0.9803088  0.02354725]
15829,0,[0.99282986 0.00715913]
15830,0,[0.9840072  0.01149377]
15831,0,[0.99371934 0.01397281]
15832,0,[0.98329663 0.01862428]
15833,0,[0.9824368  0.02373604]
15834,0,[0.96908903 0.02864635]
15835,0,[0.993079   0.00306098]
15836,0,[0.9947724  0.00444453]
15837,0,[0.99221754 0.00867682]
15838,0,[0.9230989 0.0624109]
15839,0,[0.9957795  0.00341607]
15840,0,[0.961684   0.06752693]
15841,0,[0.95721126 0.03765132]
15842,0,[0.9901215  0.01898829]
15843,0,[0.96722263 0.04086003]
15844,0,[0.74308723 0.33347613]
15845,0,[0.9932335  0.00821687]
15846,0,[0.89828825 0.13055909]
15847,0,[0.9940456  0.00332467]
15848,0,[0.9697127  0.03620143]
15849,0,[0.78617483 0.3006847 ]
15850,0,[0.97782624 0.02046513]
15851,0,[0.9846563 0.023897 ]
15852,0,[0.9626472  0.01820814]
15853,0,[0.9815684  0.01986387]
15854,0,[0.9703363 0.0415575]
15855,0,[0.99028    0.01313892]
15856,0,[0.9565487  0.03529983]
15857,0,[0.94509155 0.05241413]
15858,0,[0.98934466 0.01809067]
15859,0,[0.9910623  0.01011548]
15860,0,[0.92040974 0.06799912]
15861,0,[0.98972803 0.01418076]
15862,0,[0.99445504 0.00565306]
15863,0,[0.8943784  0.12526546]
15864,0,[0.04879252 0.92926985]
15865,0,[0.9865014  0.01309144]
15866,0,[0.9745661  0.02633925]
15867,0,[0.96062136 0.02876551]
15868,0,[0.92925066 0.03538311]
15869,0,[0.96741873 0.039867  ]
15870,0,[0.94853646 0.05910936]
15871,0,[0.986073  0.0163008]
15872,0,[0.9725859  0.03129233]
15873,0,[0.91944885 0.05975538]
15874,0,[0.9565911  0.03026956]
15875,0,[0.9824639  0.01702042]
15876,0,[0.97329277 0.02610946]
15877,0,[0.957429   0.10337923]
15878,0,[0.978963   0.03199276]
15879,0,[0.8639651  0.17907773]
15880,0,[0.9514928  0.07244463]
15881,0,[0.96185666 0.04473184]
15882,0,[0.9875689  0.01624215]
15883,0,[0.9736396  0.04545134]
15884,0,[0.96446157 0.02356565]
15885,0,[0.9795451  0.03069388]
15886,0,[9.9937218e-01 7.5042335e-04]
15887,0,[0.9941796  0.00661746]
15888,0,[0.9738886  0.03685821]
15889,0,[0.932247   0.08657582]
15890,0,[0.86845094 0.12766679]
15891,0,[0.9642611  0.03790608]
15892,0,[0.9983248  0.00208613]
15893,0,[0.99854785 0.00379242]
15894,0,[0.84741366 0.11514591]
15895,0,[0.99376374 0.00673198]
15896,0,[0.59165204 0.6235769 ]
15897,0,[0.9758186  0.02555856]
15898,0,[0.96292305 0.02642821]
15899,0,[0.99417216 0.01066951]
15900,0,[0.955473   0.02708539]
15901,0,[0.99128973 0.0111577 ]
15902,0,[0.98254675 0.02816914]
15903,0,[0.99317217 0.02075268]
15904,0,[0.9961986 0.0038931]
15905,0,[0.96773994 0.03967135]
15906,0,[0.9731997 0.0347014]
15907,0,[0.99733424 0.00527345]
15908,0,[0.9557376  0.03698168]
15909,0,[0.99699605 0.00398543]
15910,0,[0.9733941 0.0182397]
15911,0,[0.99568176 0.01086417]
15912,0,[0.99047196 0.00781493]
15913,0,[0.9835511  0.02719904]
15914,0,[0.9823611  0.02685277]
15915,0,[0.9981293  0.00188231]
15916,0,[0.9901186  0.01892998]
15917,0,[0.98374337 0.02690503]
15918,0,[0.9716784  0.02542235]
15919,0,[0.9804319  0.01872134]
15920,0,[0.9871516  0.01743442]
15921,0,[0.98735064 0.01757171]
15922,0,[0.8502354  0.15443824]
15923,0,[0.9851776  0.01109935]
15924,0,[0.98451114 0.01695451]
15925,0,[0.9607742  0.06547892]
15926,0,[0.9909332 0.004469 ]
15927,0,[0.9811569  0.02728949]
15928,0,[0.97408074 0.03924783]
15929,0,[0.81205964 0.22217965]
15930,0,[0.9309095  0.06763539]
15931,0,[0.9983552  0.00257387]
15932,0,[0.93895626 0.04720675]
15933,0,[0.9281185  0.08389736]
15934,0,[0.9923692  0.00989172]
15935,0,[0.96310467 0.03039395]
15936,0,[0.9931409  0.01270035]
15937,0,[0.98313487 0.01972143]
15938,0,[0.99074334 0.00620908]
15939,0,[0.22870274 0.827005  ]
15940,0,[0.9910336  0.01235653]
15941,0,[0.9957029  0.00559358]
15942,0,[0.988466   0.01973679]
15943,0,[0.8412381  0.29851204]
15944,0,[0.98216265 0.01830201]
15945,0,[0.98305804 0.0131416 ]
15946,0,[0.9959046  0.00680714]
15947,0,[0.96020585 0.01860486]
15948,0,[0.7894991  0.23892137]
15949,0,[0.9951579  0.00361143]
15950,0,[0.98693174 0.01417755]
15951,0,[0.97463006 0.03178223]
15952,0,[0.9917355 0.0080132]
15953,0,[0.97701424 0.0649895 ]
15954,0,[0.9987639  0.00177862]
15955,0,[0.9643953  0.04754088]
15956,0,[0.8916996  0.08127733]
15957,0,[0.9930997  0.01266708]
15958,0,[0.99684817 0.00152827]
15959,0,[0.951814   0.03796101]
15960,0,[0.9925534 0.0086701]
15961,0,[0.97531474 0.01919533]
15962,0,[0.9736398  0.02610191]
15963,0,[0.99090064 0.00762281]
15964,0,[0.93596566 0.15467146]
15965,0,[0.96931994 0.02989531]
15966,0,[0.9451597  0.08400311]
15967,0,[0.84869343 0.14756796]
15968,0,[0.96993756 0.04051875]
15969,0,[0.875196   0.12321717]
15970,0,[0.9265169  0.04362573]
15971,0,[0.99158245 0.01091948]
15972,0,[0.9470838 0.0833895]
15973,0,[0.9760276 0.0199536]
15974,0,[0.9595531  0.04473757]
15975,0,[0.9910074  0.00639292]
15976,0,[0.9527783  0.02498963]
15977,0,[0.96749115 0.02596969]
15978,0,[0.9727127  0.03702939]
15979,0,[0.9819542  0.00899599]
15980,0,[0.9795298  0.01449628]
15981,0,[0.9910183  0.00854338]
15982,0,[0.9908455  0.01248154]
15983,0,[0.9387519  0.07743857]
15984,0,[0.9027816  0.09550528]
15985,0,[0.98533106 0.01808008]
15986,0,[0.96731436 0.04830349]
15987,0,[0.9792932  0.05163547]
15988,0,[0.9841381 0.0139644]
15989,0,[0.9825463  0.03430287]
15990,0,[0.9912247  0.00624762]
15991,0,[0.98039204 0.01085363]
15992,0,[0.9899423  0.01068748]
15993,0,[0.8831063  0.14162308]
15994,0,[0.99555403 0.00825169]
15995,0,[0.94320685 0.12843932]
15996,0,[0.9928067  0.02486121]
15997,0,[0.98982084 0.01704922]
15998,0,[0.8772019  0.10085112]
15999,0,[0.98985285 0.00883842]
16000,0,[0.6676266  0.47335052]
16001,0,[0.93687266 0.0619376 ]
16002,0,[0.9475044  0.04823802]
16003,0,[0.89743495 0.1288598 ]
16004,0,[0.98292565 0.02643489]
16005,0,[0.23612949 0.75677323]
16006,0,[0.9973454  0.00812204]
16007,0,[0.9909768  0.00802093]
16008,0,[0.97078294 0.01120346]
16009,0,[0.50648415 0.62461185]
16010,0,[0.9940355  0.00952747]
16011,0,[0.9763667  0.01480944]
16012,0,[0.9636103  0.04545758]
16013,0,[0.9917065  0.00839113]
16014,0,[0.9016082  0.14013746]
16015,0,[0.9875279  0.01257154]
16016,0,[0.99077386 0.0135943 ]
16017,0,[0.9582205  0.03459398]
16018,0,[0.98436075 0.02165747]
16019,0,[0.92785984 0.06326602]
16020,0,[0.98519707 0.0217429 ]
16021,0,[0.9955771  0.00329507]
16022,0,[0.9946378 0.0070319]
16023,0,[0.9756221  0.01869704]
16024,0,[0.99230015 0.02260571]
16025,0,[0.9976808  0.00242775]
16026,0,[0.8847397  0.14878803]
16027,0,[0.95534194 0.04523864]
16028,0,[0.9990689  0.00109754]
16029,0,[0.95006806 0.03119325]
16030,0,[0.99864787 0.0028361 ]
16031,0,[0.9335679  0.22231254]
16032,0,[0.98987484 0.00965494]
16033,0,[0.9784671  0.02777657]
16034,0,[0.995773 0.004618]
16035,0,[0.9902503  0.00807637]
16036,0,[0.9974872  0.00218204]
16037,0,[0.928787   0.04633942]
16038,0,[0.9196962  0.08374774]
16039,0,[0.9718498  0.01091356]
16040,0,[0.98267305 0.01245287]
16041,0,[0.9916705 0.0032028]
16042,0,[0.98869914 0.01446123]
16043,0,[0.98658854 0.01954895]
16044,0,[0.90244246 0.10628752]
16045,0,[0.9966455  0.00485303]
16046,0,[0.9858541  0.02985585]
16047,0,[0.9881732  0.00641447]
16048,0,[0.99486417 0.00817881]
16049,0,[0.9640467 0.0639276]
16050,0,[0.9795193  0.01906944]
16051,0,[0.9910013  0.00919837]
16052,0,[0.96698236 0.04215563]
16053,0,[0.99142975 0.00442409]
16054,0,[0.9932435 0.0093615]
16055,0,[0.98703104 0.01523505]
16056,0,[0.7626628  0.34087574]
16057,0,[0.95414996 0.04917825]
16058,0,[0.97048426 0.04165717]
16059,0,[0.9897456  0.00533388]
16060,0,[0.95693433 0.10190329]
16061,0,[0.9751746  0.02367129]
16062,0,[0.8397635  0.13984501]
16063,0,[0.9135652  0.10820052]
16064,0,[0.9827204  0.02344671]
16065,0,[0.995434   0.00503781]
16066,0,[0.97443974 0.02236002]
16067,0,[0.9965675  0.00600228]
16068,0,[0.9871041  0.01748187]
16069,0,[0.9130769  0.11417215]
16070,0,[0.9738123  0.02965475]
16071,0,[0.9495666 0.0564157]
16072,0,[0.8345632 0.1433858]
16073,0,[0.9770274  0.02351745]
16074,0,[0.9886946  0.01157149]
16075,0,[0.9696054  0.03910449]
16076,0,[0.97604036 0.02298191]
16077,0,[0.9584462  0.08920559]
16078,0,[0.930721   0.12481304]
16079,0,[0.56722355 0.36432835]
16080,0,[0.89997894 0.08562324]
16081,0,[0.96936417 0.02580144]
16082,0,[0.9881097  0.01023872]
16083,0,[0.92767    0.05353666]
16084,0,[0.9749672  0.02194274]
16085,0,[0.99766576 0.00227283]
16086,0,[0.97441983 0.02230923]
16087,0,[0.98051214 0.03263658]
16088,0,[0.94822586 0.02956916]
16089,0,[0.99534297 0.00406319]
16090,0,[0.98854685 0.01387436]
16091,0,[0.9928145  0.00750623]
16092,0,[0.92564    0.04812454]
16093,0,[0.97775555 0.02093594]
16094,0,[0.95700717 0.0687592 ]
16095,0,[0.98736596 0.00719799]
16096,0,[0.93975306 0.03140812]
16097,0,[0.9691908  0.03214581]
16098,0,[0.9875437  0.00940826]
16099,0,[0.9809567  0.01223174]
16100,0,[0.97887623 0.01996935]
16101,0,[0.98678    0.01096952]
16102,0,[0.9855973  0.00556243]
16103,0,[0.98400116 0.013636  ]
16104,0,[0.9986517  0.00161719]
16105,0,[0.9227395  0.08125098]
16106,0,[0.97459704 0.02649461]
16107,0,[0.820313   0.14511278]
16108,0,[0.9577622  0.05052354]
16109,0,[0.9908799  0.01823616]
16110,0,[0.97854555 0.01694629]
16111,0,[0.9891493 0.007693 ]
16112,0,[0.95406145 0.06233791]
16113,0,[0.9964855  0.00349823]
16114,0,[0.9917727  0.01665161]
16115,0,[0.9839061  0.01517823]
16116,0,[0.99659294 0.00272492]
16117,0,[0.9818434  0.01104946]
16118,0,[0.97291213 0.04726542]
16119,0,[0.97881544 0.02774545]
16120,0,[0.97884023 0.02035654]
16121,0,[0.9938788  0.01563076]
16122,0,[0.8934954  0.10674916]
16123,0,[0.97287977 0.01963966]
16124,0,[0.98761636 0.0195579 ]
16125,0,[0.9890323  0.01241242]
16126,0,[0.96426547 0.03199435]
16127,0,[0.99565506 0.00389386]
16128,0,[0.98530036 0.01637234]
16129,0,[0.9852514 0.0146604]
16130,0,[0.9926643  0.00333581]
16131,0,[0.98867804 0.01710492]
16132,0,[0.84115565 0.24486001]
16133,0,[0.9946854  0.00813038]
16134,0,[0.98672986 0.01893968]
16135,0,[0.9816451  0.03113749]
16136,0,[0.962729   0.01867693]
16137,0,[0.8654868  0.10225304]
16138,0,[0.9879772  0.00916464]
16139,0,[0.9559072 0.0474707]
16140,0,[0.9819583 0.0233413]
16141,0,[0.95918334 0.0535081 ]
16142,0,[0.87426513 0.14457452]
16143,0,[0.43649554 0.4882995 ]
16144,0,[0.9952415  0.00626922]
16145,0,[0.93010217 0.06750455]
16146,0,[0.23920234 0.68145174]
16147,0,[0.99622667 0.00366982]
16148,0,[0.9789079  0.03486108]
16149,0,[0.99477285 0.00395749]
16150,0,[0.996042   0.00969056]
16151,0,[0.93961126 0.04042764]
16152,0,[0.9545279  0.03261591]
16153,0,[0.99074745 0.01007538]
16154,0,[0.96888834 0.0455522 ]
16155,0,[0.9270173  0.07924052]
16156,0,[0.9959847  0.00732174]
16157,0,[0.9956949  0.00478839]
16158,0,[0.65090084 0.25721604]
16159,0,[0.9947024  0.00550926]
16160,0,[0.9533262  0.04253073]
16161,0,[0.9420094  0.04266919]
16162,0,[0.99805367 0.00371575]
16163,0,[0.9923133  0.01107312]
16164,0,[0.99024194 0.00751558]
16165,0,[0.96763414 0.05053719]
16166,0,[0.9790958  0.02859531]
16167,0,[0.98560023 0.01336761]
16168,0,[0.9043128  0.09444813]
16169,0,[0.9984511  0.00266605]
16170,0,[0.9902638  0.00547332]
16171,0,[0.99719906 0.0047047 ]
16172,0,[0.99095386 0.0065089 ]
16173,0,[0.9761214 0.0118748]
16174,0,[0.9888003  0.00806076]
16175,0,[0.9832971  0.01123631]
16176,0,[0.98455876 0.01162437]
16177,0,[0.9825362  0.01310135]
16178,0,[0.8498356  0.11213488]
16179,0,[9.9890506e-01 9.4384491e-04]
16180,0,[0.9678411  0.03732155]
16181,0,[0.996597   0.00383399]
16182,0,[0.93160814 0.10163287]
16183,0,[0.98748803 0.00987226]
16184,0,[0.98476297 0.0154288 ]
16185,0,[0.99718815 0.00900869]
16186,0,[0.9953375  0.00516973]
16187,0,[0.8846321  0.20077828]
16188,0,[0.9939405  0.00732352]
16189,0,[0.92712003 0.07952911]
16190,0,[0.9938154 0.0076622]
16191,0,[0.99290776 0.00819523]
16192,0,[0.97268313 0.02206527]
16193,0,[0.97501266 0.04136167]
16194,0,[0.99694014 0.00222971]
16195,0,[0.7266196  0.27663377]
16196,0,[0.9721634  0.02939451]
16197,0,[0.99329656 0.00610143]
16198,0,[0.9936094  0.00855097]
16199,0,[0.98262525 0.02562267]
16200,0,[0.9692049  0.03498791]
16201,0,[0.98011476 0.00792805]
16202,0,[0.9965539  0.00229187]
16203,0,[0.97094494 0.02957381]
16204,0,[0.90887094 0.16461512]
16205,0,[0.96934605 0.02499089]
16206,0,[0.9833761  0.01022394]
16207,0,[0.95035404 0.07181876]
16208,0,[0.9692589  0.02934585]
16209,0,[0.99524915 0.00824731]
16210,0,[0.93342686 0.03806292]
16211,0,[0.97502816 0.02710268]
16212,0,[0.9747001  0.03954741]
16213,0,[0.9915685  0.01313944]
16214,0,[0.99877006 0.00222499]
16215,0,[0.99575245 0.00323017]
16216,0,[0.99714065 0.00362354]
16217,0,[0.9296212  0.05303678]
16218,0,[0.8878962  0.09983382]
16219,0,[0.99650466 0.00246467]
16220,0,[0.95996886 0.03697926]
16221,0,[0.8739157  0.15533261]
16222,0,[0.9146151 0.0675908]
16223,0,[0.990954   0.00719107]
16224,0,[0.9326691  0.08470155]
16225,0,[0.9887201  0.00649346]
16226,0,[0.9953707 0.0078745]
16227,0,[0.99865025 0.00162506]
16228,0,[0.9937261  0.00671953]
16229,0,[0.8462437  0.08589385]
16230,0,[0.99380267 0.01162812]
16231,0,[0.9945971  0.00428216]
16232,0,[0.993816   0.00830245]
16233,0,[0.9456152 0.0474055]
16234,0,[0.9976172  0.00269846]
16235,0,[0.8827029  0.16840367]
16236,0,[0.9703278  0.02634113]
16237,0,[0.83763516 0.1417592 ]
16238,0,[0.7880423  0.27232203]
16239,0,[0.9901329 0.0100246]
16240,0,[0.98174447 0.01807939]
16241,0,[0.85631996 0.12408247]
16242,0,[0.9846444  0.01646001]
16243,0,[0.99369955 0.00526968]
16244,0,[0.99450666 0.0056668 ]
16245,0,[0.92079496 0.09198337]
16246,0,[0.9259873  0.09847497]
16247,0,[0.9539643  0.05082951]
16248,0,[0.9971631  0.00462619]
16249,0,[0.9817452 0.0096905]
16250,0,[0.9744178  0.02309032]
16251,0,[0.9841059  0.02703729]
16252,0,[0.0785183 0.9417087]
16253,0,[0.16955079 0.8154391 ]
16254,0,[0.9727684  0.02008687]
16255,0,[0.9883907  0.00794573]
16256,0,[0.987259   0.01035268]
16257,0,[0.8562486  0.16261068]
16258,0,[0.9941544 0.0050404]
16259,0,[0.9857473 0.0158232]
16260,0,[0.9946768  0.00497784]
16261,0,[0.84632975 0.10697442]
16262,0,[0.99655724 0.00523704]
16263,0,[0.9673094  0.02207837]
16264,0,[0.9798665  0.03212908]
16265,0,[0.8234884  0.20601417]
16266,0,[0.98033065 0.01453734]
16267,0,[0.9758145  0.02784201]
16268,0,[0.88818    0.15384448]
16269,0,[0.9807     0.03014494]
16270,0,[0.9166023  0.08314885]
16271,0,[0.9903482  0.01509212]
16272,0,[0.9915884  0.00733314]
16273,0,[0.97869176 0.02035966]
16274,0,[0.9651383 0.04033  ]
16275,0,[0.8492875 0.130759 ]
16276,0,[0.9929692  0.01200508]
16277,0,[0.9511911  0.05835003]
16278,0,[0.9789377  0.02457465]
16279,0,[0.99211556 0.00713558]
16280,0,[0.9663854  0.02794253]
16281,0,[0.414105  0.5562294]
16282,0,[0.97934455 0.02589631]
16283,0,[0.9640319  0.02155134]
16284,0,[0.98278505 0.02212618]
16285,0,[0.98960847 0.00833374]
16286,0,[0.990359   0.01112121]
16287,0,[0.98177445 0.03073188]
16288,0,[0.91939896 0.15204097]
16289,0,[0.98776954 0.01103238]
16290,0,[0.98735654 0.00958897]
16291,0,[0.97338074 0.02450253]
16292,0,[0.91909814 0.08851526]
16293,0,[0.9918805  0.00520337]
16294,0,[0.96251225 0.07782684]
16295,0,[0.9826162  0.00973576]
16296,0,[0.9839998  0.01639503]
16297,0,[0.9769965  0.01301368]
16298,0,[0.93541574 0.04909004]
16299,0,[0.9682585  0.02918203]
16300,0,[0.9778807  0.01530851]
16301,0,[0.9405644  0.04525339]
16302,0,[0.9957586  0.00714868]
16303,0,[0.99477875 0.00471787]
16304,0,[0.9728813  0.04256655]
16305,0,[0.9524172  0.04666931]
16306,0,[0.98580223 0.01585133]
16307,0,[0.9580489  0.03237446]
16308,0,[0.99459755 0.00811811]
16309,0,[0.98023945 0.01336135]
16310,0,[0.98986465 0.01064573]
16311,0,[0.97793657 0.01936008]
16312,0,[0.9613927  0.01927678]
16313,0,[0.99946314 0.00154942]
16314,0,[0.9975254  0.00473575]
16315,0,[0.96446157 0.03558857]
16316,0,[0.93694633 0.0886955 ]
16317,0,[0.9805344  0.01577126]
16318,0,[0.9922024  0.00593028]
16319,0,[0.9647588  0.02292323]
16320,0,[0.9848571  0.01888554]
16321,0,[0.5868643  0.40664768]
16322,0,[0.99682474 0.00529125]
16323,0,[0.9669894  0.01912081]
16324,0,[0.98917294 0.00955814]
16325,0,[0.88681364 0.05686741]
16326,0,[0.19935714 0.8229427 ]
16327,0,[0.98319167 0.01761081]
16328,0,[0.9966252  0.00483874]
16329,0,[0.94211364 0.06371799]
16330,0,[0.9332253  0.09212445]
16331,0,[0.9802571 0.0258516]
16332,0,[0.9818948  0.02541092]
16333,0,[0.7933107 0.1978722]
16334,0,[0.98298657 0.01158669]
16335,0,[0.9843693  0.02244837]
16336,0,[0.92764425 0.079235  ]
16337,0,[0.9941162  0.00667373]
16338,0,[0.95928556 0.03940596]
16339,0,[0.8385665 0.1193931]
16340,0,[0.9685522  0.02979895]
16341,0,[0.993508  0.0017203]
16342,0,[0.98591924 0.01914387]
16343,0,[0.9939142  0.00453277]
16344,0,[0.99569845 0.00432667]
16345,0,[0.85771877 0.18038125]
16346,0,[0.9846638  0.01359905]
16347,0,[0.9769652  0.01541557]
16348,0,[0.99758863 0.0050217 ]
16349,0,[0.99368685 0.00693193]
16350,0,[0.9407508  0.10131512]
16351,0,[0.9636475  0.02994264]
16352,0,[0.9971117  0.00356724]
16353,0,[0.9028887  0.06034319]
16354,0,[0.99818546 0.0068512 ]
16355,0,[0.9901578  0.01496699]
16356,0,[0.98458326 0.01718938]
16357,0,[0.9932567  0.00979343]
16358,0,[0.02212447 0.9805635 ]
16359,0,[0.9928703  0.00627458]
16360,0,[0.95369905 0.03180298]
16361,0,[0.99764794 0.00199653]
16362,0,[0.9774644  0.03255947]
16363,0,[0.9519529  0.04357565]
16364,0,[0.98600185 0.0352415 ]
16365,0,[0.98740935 0.00770713]
16366,0,[0.9544066  0.07214127]
16367,0,[0.97302693 0.03164996]
16368,0,[0.99036354 0.01267653]
16369,0,[0.76840043 0.1928862 ]
16370,0,[0.99749446 0.00329441]
16371,0,[0.9693915 0.0301939]
16372,0,[0.972693   0.03117814]
16373,0,[0.9882953  0.01585252]
16374,0,[0.9777278  0.01750164]
16375,0,[0.87107253 0.08943379]
16376,0,[0.918521   0.05440336]
16377,0,[0.9952108  0.00870186]
16378,0,[0.8912504 0.0921656]
16379,0,[0.9164708  0.06782242]
16380,0,[0.9928982  0.00598262]
16381,0,[0.9737282 0.0262543]
16382,0,[0.9888387  0.01071517]
16383,0,[0.9713008 0.044436 ]
16384,0,[0.9859534  0.01617377]
16385,0,[0.9454191  0.04489448]
16386,0,[0.95969737 0.04298723]
16387,0,[0.99229515 0.00721307]
16388,0,[0.9899076 0.0098559]
16389,0,[0.98503417 0.01498009]
16390,0,[0.9449191  0.01530675]
16391,0,[0.9730709  0.03577252]
16392,0,[0.9828309  0.03314834]
16393,0,[0.9888073  0.00725761]
16394,0,[0.98631245 0.01680259]
16395,0,[0.9221997  0.05217135]
16396,0,[0.99848574 0.00493005]
16397,0,[0.9847875  0.01967542]
16398,0,[0.9932861  0.00609842]
16399,0,[0.9869652  0.01184148]
16400,0,[0.97941935 0.01833136]
16401,0,[0.9702747  0.02970711]
16402,0,[0.96442467 0.05450852]
16403,0,[0.9556299  0.01394817]
16404,0,[0.99313605 0.00752121]
16405,0,[0.14123863 0.86978024]
16406,0,[0.9894504  0.01401502]
16407,0,[0.98251235 0.01045621]
16408,0,[0.9856039  0.01858416]
16409,0,[0.99496305 0.0143459 ]
16410,0,[0.9952283 0.0073537]
16411,0,[0.8870977  0.10443122]
16412,0,[0.9743645  0.01702916]
16413,0,[0.97173274 0.03118391]
16414,0,[0.9904937  0.02201724]
16415,0,[0.98413384 0.00970284]
16416,0,[0.9993197  0.00114618]
16417,0,[0.9694798  0.03300832]
16418,0,[0.94051284 0.04774553]
16419,0,[0.9943507  0.00915795]
16420,0,[0.96790206 0.01972568]
16421,0,[0.99432915 0.00892354]
16422,0,[0.9809475  0.03129249]
16423,0,[0.9536443  0.06270224]
16424,0,[0.9405993 0.0398238]
16425,0,[0.9899421  0.01590168]
16426,0,[0.9973514  0.00380012]
16427,0,[0.98733914 0.02692893]
16428,0,[0.97679365 0.01731865]
16429,0,[0.9719863  0.02859535]
16430,0,[0.97181726 0.0200231 ]
16431,0,[0.97890854 0.0177443 ]
16432,0,[0.98083293 0.01701202]
16433,0,[0.60949624 0.3316428 ]
16434,0,[0.98733056 0.02093042]
16435,0,[0.99018973 0.01594082]
16436,0,[0.9937105  0.00789747]
16437,0,[0.95777255 0.08514088]
16438,0,[0.99016905 0.0163645 ]
16439,0,[0.9882774  0.02434903]
16440,0,[0.970997   0.03169831]
16441,0,[0.9479083  0.04754166]
16442,0,[0.9958681  0.00485888]
16443,0,[0.96215147 0.02284496]
16444,0,[0.97922313 0.02677353]
16445,0,[0.970445   0.02867442]
16446,0,[0.98626536 0.0148279 ]
16447,0,[0.93229926 0.10351299]
16448,0,[0.9191161  0.08914973]
16449,0,[0.98589337 0.02592258]
16450,0,[0.981219   0.02426633]
16451,0,[0.99397177 0.01682218]
16452,0,[0.99223137 0.00683531]
16453,0,[0.9979024  0.00278927]
16454,0,[0.940942   0.05417933]
16455,0,[0.9967719  0.00577813]
16456,0,[0.9959793  0.00537911]
16457,0,[0.9890674  0.00755575]
16458,0,[0.9628313  0.02782448]
16459,0,[0.97182447 0.01533568]
16460,0,[0.9282859  0.09418097]
16461,0,[0.9837653  0.01593097]
16462,0,[0.98138326 0.01662386]
16463,0,[0.8300439 0.1908935]
16464,0,[0.8638395  0.08612365]
